stationId,stationName,stationLongitude,stationLatitude,parkingQRBikeCnt,parkingELECBikeCnt,parkingTotBikeCnt
ST-2997,3918. 이좋은집오피스텔 앞,126.84185028,37.4949913,13,1,14
ST-3013,3919. 구로역·NC신구로점 버스정류장(구로역 방면),126.88237,37.50096512,8,0,8
ST-3055,3920. 개봉역2번출구 B,126.85697937,37.49555206,11,0,11
ST-3067,3922. 서울남부교정시설 앞,126.83985901,37.47715378,21,0,21
ST-3088,3923. 구로공구상가 앞,126.87708282,37.50075531,4,0,4
ST-3103,3924. 오류동 계림웨스트밸리 앞,126.82965088,37.49090958,14,1,15
ST-3124,3925. 중앙유통단지 앞 B,126.87678528,37.50127029,12,0,12
ST-3182,3927. 구로월드아파트 앞,126.87619019,37.50519562,3,0,3
ST-3195,3928.고척아이파크아파트 106동 앞,126.8609848,37.49801254,20,2,22
ST-3194,3929. 고척아이파크아파트 205동 앞,126.86045837,37.50108719,16,0,16
ST-3189,3930. 온수역 2번 출구 앞,126.82500458,37.49179459,7,0,7
ST-3223,3931. 천왕역 3번 출구 뒤,126.83894348,37.48690414,19,0,19
ST-3222,3932. 개봉센트레빌레우스아파트 앞,126.85295105,37.49752045,4,2,6
ST-3237,3933. 오류동부골든아파트 후문 옆,126.84114075,37.49938202,22,0,22
ST-3225,3934. 철도교통관제센터 정문 앞,126.87788391,37.49708176,13,11,24
ST-3252,3935. 고대구로병원 앞,126.88424683,37.49312592,18,3,21
ST-2637,3956. 대륭테크노타운21차 앞,126.88724518,37.46557617,6,0,6
ST-2638,3958. 롯데캐슬2차 마을버스 정류장(18804) 뒤편,126.89341736,37.45739746,10,5,15
ST-2639,3959. 시흥사거리(시흥동 994-3 앞),126.90045166,37.45415115,33,5,38
ST-2641,3963. 에이스 하드웨어(시흥대로 396) 앞,126.89826202,37.46865845,36,7,43
ST-2642,3966. 독산역1번출구 옆,126.88920593,37.46709442,17,7,24
ST-2893,3967. 혜명양로원 담장 옆(2),126.91375732,37.45191956,3,1,4
ST-2894,3968. 독산동 현대홈타운 금천과선교 앞,126.89181519,37.46222305,14,0,14
ST-2895,3969. 독산역 롯데캐슬 104동 앞,126.89175415,37.46239853,11,4,15
ST-2910,3970. 시흥4동주민센터 앞,126.90592957,37.45894241,0,0,0
ST-2911,3971. 순흥안씨묘 건너편,126.90807343,37.45838165,20,2,22
ST-2912,3972. 산기슭공원 앞,126.90721893,37.46272278,1,0,1
ST-2913,3973. 독산2동주민센터 앞,126.90357208,37.4632225,2,1,3
ST-2931,3974.  안천중학교,126.88677979,37.45936584,29,2,31
ST-3029,3975.현대시티아울렛 가산,126.88877869,37.47739792,28,5,33
ST-3032,3980. 금천현대홈타운 후문 서부샛길,126.89003754,37.46139526,13,0,13
ST-2932,3983. 금천구청역 1번 출구,126.89432526,37.45703506,24,1,25
ST-2999,3984. 가산롯데아이티캐슬,126.88083649,37.47636795,12,0,12
ST-2964,3985. 디폴리스 지식산업센터,126.87680054,37.48017502,0,0,0
ST-3196,3986.청년주택 독산동점,126.89282227,37.46754074,9,0,9
ST-3219,3987. LG전자가산A와 가산테라타워 사이,126.89012909,37.47520447,36,3,39
ST-3236,3988. 엘아르베뉴 102동 앞,126.88707733,37.47452545,21,1,22
ST-2698,4002. 상계주공 14단지 상가 앞,127.05970764,37.66963577,7,0,7
ST-2699,4003. 상계초교 입구 교차로 명주빌딩 앞,127.0665741,37.65680313,2,0,2
ST-2700,4004. 당고개입구오거리 당현천변,127.07557678,37.66260529,1,0,1
ST-2701,4005. 중계2차 한화꿈에그린 101동 인근,127.07525635,37.65955734,2,0,2
ST-2702,4007. 노원 을지대학교 병원,127.06969452,37.63666916,26,1,27
ST-2703,4008. 하계 어린이 공원,127.06982422,37.63214493,3,0,3
ST-2704,4009. 월계프라자,127.05213165,37.63284302,0,0,0
ST-2705,4011. 월계 센트럴 아이파크,127.05693054,37.62917328,20,5,25
ST-2706,4013. 중계 롯데마트,127.070755,37.64584351,0,0,0
ST-2707,4014. 당고개역 3번 출구,127.07884216,37.67030334,0,0,0
ST-2754,4016. 노원 마들스타디움,127.05744171,37.64530945,5,0,5
ST-2708,4017. 월계 청백1단지 아파트 정류장,127.05206299,37.63459396,15,2,17
ST-2709,4018. 상계주공15단지 버스정류소,127.05683899,37.66782761,0,0,0
ST-2710,4019. 상계주공10단지 버스정류소,127.05819702,37.66214371,0,0,0
ST-2711,4020. 중계동 성모빌딩 앞 ,127.07659149,37.65116119,0,0,0
ST-2712,4021. 중계본동 입구,127.08331299,37.64426041,1,1,2
ST-2713,4023. 월계역 1번 출구,127.05886841,37.63441086,2,3,5
ST-2714,4024. 꿈의숲 SK뷰 아파트,127.05445099,37.62045288,5,0,5
ST-2715,4025. 한천교 동편,127.07019043,37.62533569,13,1,14
ST-2716,4026. 상계주공1단지아파트,127.05793762,37.64795303,1,2,3
ST-2791,4027. 한내 행복발전소 옆,127.06214142,37.62741089,4,0,4
ST-2717,4028. 한일유앤아이아파트 105동 인근,127.07130432,37.65351868,2,0,2
ST-2718,4029. 청소년수련관 후문,127.06041718,37.6396637,38,2,40
ST-2729,4031. 청암예술학교 앞,127.07327271,37.65153503,2,0,2
ST-2719,4032. 은행사거리 성모빌딩 앞,127.07704163,37.65149689,3,0,3
ST-2720,4033. 녹천역 4번 출구 옆,127.05194855,37.64292908,22,0,22
ST-2804,4035. 휴플러스 수락한신아파트 101동 앞,127.05947113,37.674366,6,0,6
ST-2792,4036. 하계역 6번출구,127.06715393,37.63793945,11,0,11
ST-2835,4037. 물넘이교,127.07195282,37.65408325,0,0,0
ST-2859,4039. 서울시 북부여성발전센터,127.06213379,37.64304352,4,0,4
ST-2861,4040. 공릉로 26길,127.08146667,37.61965561,26,2,28
ST-2896,4041. 공릉역3번출구,127.07301331,37.62500381,8,0,8
ST-2914,4042. 상계문화정보도서관,127.05174255,37.67851257,0,0,0
ST-2954,4043. 상계주공13단지 1301동,127.06388855,37.66674042,0,0,0
ST-2955,4044. 공릉산 백세문 입구,127.08548737,37.62812042,0,0,0
ST-2971,4045. 은하수 공원,127.0440979,37.63000488,17,0,17
ST-2722,4054. 창동한신아파트 버스정류소,127.03527069,37.64601898,0,0,0
ST-2723,4058. 다락원체육공원 전망대 입구,127.04916382,37.69101334,9,0,9
ST-2724,4062. 평화도봉공원 주변,127.04270935,37.66252136,1,1,2
ST-2725,4064. 신창아파트 입구 앞,127.04082489,37.64051056,8,0,8
ST-2726,4065. 창동역 1번출구 앞,127.04929352,37.65373611,18,2,20
ST-2730,4073.방아골종합사회복지관,127.03243256,37.66927338,9,0,9
ST-2549,4076. 도봉통합복지센터 뒤 중랑천 변,127.05127716,37.65999603,18,1,19
ST-2799,4077. 도봉제1교,127.05038452,37.67984772,12,0,12
ST-2849,4078. 원당공원 앞,127.02767944,37.65854645,5,0,5
ST-2967,4080. 창동주공19단지앞 ,127.05227661,37.65250778,1,0,1
ST-3026,4083.도봉아이나라도서관 앞,127.04973602,37.65898895,0,0,0
ST-3050,4084. 도봉동실내스포츠센터,127.05047607,37.68125534,2,1,3
ST-3091,4086. 도봉로 534,127.03754425,37.6529541,2,0,2
ST-3092,4087. 우이교 교차로,127.03160095,37.6432457,6,0,6
ST-3093,4088. 김근태도서관,127.04263306,37.68750763,1,0,1
ST-3119,4089. 동부센트레빌 앞,127.03864288,37.66299057,5,4,9
ST-3175,4090. 녹천교 앞 사거리,127.05459595,37.64564514,5,0,5
ST-3172,4091. 방학역2번출구,127.04441833,37.66922379,2,0,2
ST-3177,4092. 도봉경찰서 교차로,127.05309296,37.65265656,0,0,0
ST-3197,4094.도봉여성센터,127.03045654,37.66334915,4,1,5
ST-2496,4102. 휘경1동주민센터 앞,127.06555939,37.59286499,0,15,15
ST-2497,4103. 휘경sk뷰아파트 앞,127.06781769,37.59383774,35,7,42
ST-2498,4104. 외대앞역 교차로,127.06459808,37.59436417,27,12,39
ST-2499,4105. 서울교통공사사거리 교통섬,127.05799103,37.56324005,5,2,7
ST-2501,4108. 답십리파크자이아파트 앞,127.05789185,37.5676918,20,6,26
ST-2502,4110. 용두롯데캐슬리치아파트 앞,127.03024292,37.57958603,4,1,5
ST-2504,4113. 한국국방연구원 앞,127.04029846,37.59139633,9,4,13
ST-2560,4114. 휘경여중고삼거리,127.06827545,37.58392334,6,0,6
ST-2505,4116. 이문e편한세상아파트 앞,127.06692505,37.60460281,22,0,22
ST-2506,4117. 휘경119안전센터 앞,127.06536102,37.59087372,9,0,9
ST-2507,4121. 서울문화재단 앞,127.03362274,37.57130051,17,3,20
ST-2508,4122. 청계9가교차로 앞,127.02992249,37.57014847,18,0,18
ST-2509,4123. 배봉초교 교차로,127.06689453,37.57846832,14,4,18
ST-3155,4128.  종암초등학교 뒤(새울센스빌),127.03196716,37.58265686,0,3,3
ST-3165,4131. 베네스트 오피스텔 앞,127.03170013,37.57817078,4,6,10
ST-3173,4132. 이문삼익아파트 앞,127.06776428,37.5963974,36,0,36
ST-3198,4133.래미안허브리츠아파트 앞,127.0354538,37.57426071,10,10,20
ST-3206,4134. 제기동 현대아파트 앞,127.0353241,37.57994843,16,3,19
ST-3258,4135. 삼성생명 앞,127.04224396,37.57902145,37,6,43
ST-2649,4152. 상도효성해링턴플레이스,126.94151306,37.50543213,0,0,0
ST-2650,4153. 흑석동효사정앞,126.96128082,37.51120377,0,0,0
ST-2651,4158. 노량진근린공원,126.92850494,37.50680542,2,0,2
ST-2652,4162. 노량진1동 청소년독서실,126.94713593,37.50785828,0,0,0
ST-2653,4167. 구로교 아래,126.90350342,37.48500824,2,1,3
ST-2654,4169. 신대방삼거리,126.92797852,37.49845505,17,4,21
ST-2826,4171. 우성아파트 앞,126.90881348,37.49157715,39,8,47
ST-2827,4173. 중대후문 마을버스정류장,126.95025635,37.50444412,0,0,0
ST-2803,4175. 대방역2번출구,126.92741394,37.51262665,4,0,4
ST-3064,4177. 롯데캐슬 101동 앞,126.94590759,37.50157547,0,1,1
ST-3065,4178. 이수성결교회 옆,126.98368835,37.49814987,4,2,6
ST-3105,4179. 보라매병원역 1번출구,126.9234314,37.49322128,12,2,14
ST-3106,4180. 흑석동주민센터 입구,126.96673584,37.50682831,5,4,9
ST-3117,4181. 보라매공원역 2번출구,126.91781616,37.49582291,8,0,8
ST-2528,4202. 프런트원(공덕역4번출구 앞),126.95259857,37.54585266,13,1,14
ST-2530,4206. 광흥창역5번출구,126.931633,37.54737854,1,2,3
ST-2531,4207. 아만티호텔 앞,126.91885376,37.5573082,0,0,0
ST-2532,4208. 스타벅스(동교동) 앞,126.91986847,37.5566597,7,1,8
ST-2533,4210. 가좌행복주택 앞,126.91184235,37.56949234,8,2,10
ST-2534,4211. 시석빌딩 앞,126.91671753,37.5483017,1,1,2
ST-2535,4212. 한화오벨리스크 앞,126.88156128,37.58332062,1,3,4
ST-2536,4213. 마포구중앙도서관 정문 앞,126.90814972,37.56415558,1,0,1
ST-2537,4214. JTBC 앞,126.8901825,37.57730484,11,0,11
ST-2874,4216. 망원정 앞,126.90480042,37.5500679,15,2,17
ST-2905,4217. 한강공원 망원나들목,126.89688873,37.55557632,81,14,95
ST-2974,4218. 디지털매직스페이스,126.88957977,37.58119965,0,0,0
ST-2975,4220. 신촌 청년주택,126.93203735,37.54985428,1,5,6
ST-2976,4221. 솔리스타오피스텔(공덕동주민센터),126.96052551,37.55015945,6,1,7
ST-3008,4222. 서울디자인고등학교 앞,126.94676971,37.54568481,9,3,12
ST-2977,4224. 서부운전면허시험장,126.882164,37.57892227,32,5,37
ST-2978,4226. 마포프레스티지자이 1,126.94669342,37.55152893,8,1,9
ST-2979,4233. 코오롱아파트사거리,126.9214325,37.56303787,5,2,7
ST-2980,4234. 에스테반,126.95951843,37.54891968,1,1,2
ST-2981,4238. 상암한샘빌딩앞,126.89867401,37.57649231,7,0,7
ST-2983,4240. 아현문화건강센터,126.95147705,37.55235291,0,0,0
ST-3017,4244. 당인리발전소 공원 앞,126.91764832,37.54529572,3,0,3
ST-3019,4246. 상수역새마을금고,126.92464447,37.54758835,0,1,1
ST-3020,4247. 서울서부지방법원등기국앞,126.95478058,37.55184937,3,0,3
ST-3021,4248. 신촌 교보빌딩,126.94034576,37.5560112,0,0,0
ST-2561,4253. 홍은도담도서관,126.94916534,37.60169601,10,1,11
ST-2897,4255. 래미안 루센티아 아파트 108동 앞,126.91744995,37.57515717,0,0,0
ST-2990,4262. 서대문자연사박물관 입구,126.93544006,37.57540131,0,0,0
ST-3033,4264. 홍남교 버스정류장,126.92827606,37.57675552,9,0,9
ST-3034,4265. 안산초등학교 앞,126.95230103,37.57987976,0,0,0
ST-3027,4266.국민연금공단충정로사옥,126.96414948,37.56184769,0,0,0
ST-3051,4267. 서대문역 2번 출구,126.96607208,37.56599045,2,0,2
ST-3062,4269. 연희IC 남측,126.92827606,37.56355667,1,0,1
ST-3139,4270. 우국한마음 아파트 맞은편,126.93450928,37.57913971,9,0,9
ST-3107,4271. 충정로역 1번 출구,126.96305847,37.55942535,0,0,0
ST-3113,4272. 홍남교 사거리,126.92683411,37.57601929,20,3,23
ST-3114,4273. 홍연2교 사거리,126.92906189,37.57716751,1,0,1
ST-3140,4274. 신촌 파랑고래 입구,126.93603516,37.55687714,0,0,0
ST-3202,4275.농협생명본사빌딩 서관,126.96909332,37.56233597,1,0,1
ST-2655,4303. 매헌역 2번출구앞광역버스 정류장앞(22-297),127.03888702,37.47171783,4,1,5
ST-2656,4304. 서울고앞,127.00736237,37.48339462,2,0,2
ST-2657,4305. 서일스포츠센터,127.02222443,37.49801636,1,7,8
ST-2658,4306. 서래공원 앞,127.003479,37.50150681,14,5,19
ST-2659,4307. 고투몰 gate 15옆,127.00945282,37.50723267,16,11,27
ST-2662,4310. 염곡동(염통골) 입구,127.04867554,37.46220779,0,0,0
ST-2663,4312. 반포미도2차아파트 옆,127.00653076,37.50320435,8,1,9
ST-2664,4313. 반포종합운동장,126.99646759,37.49979782,13,8,21
ST-2665,4314. 탑성마을 버스정거장 옆,127.05544281,37.45916748,3,2,5
ST-2666,4315. 이투스교육 앞,127.02905273,37.48389053,0,1,1
ST-2667,4316. 고속터미널역 3번출구,127.0059433,37.50365829,11,5,16
ST-2668,4317. 양재근린공원,127.0424118,37.47039795,10,10,20
ST-2669,4318. 방배역 2번 출구,126.99758911,37.48116684,0,5,5
ST-2562,4319. 삼성전자R&D어린이집 뒤,127.02184296,37.46559143,8,0,8
ST-2570,4320. 신영체르니 아파트,127.04144287,37.47901154,1,0,1
ST-2853,4322.서울추모공원 입구,127.04283142,37.45429993,9,0,9
ST-2875,4323. 내곡도서관,127.05391693,37.45199966,0,1,1
ST-2934,4324. 세화고등학교,126.99147034,37.50209427,13,0,13
ST-3009,4327. 몽마르뜨공원입구,127.0026474,37.4928894,4,1,5
ST-2962,4329. SC제일은행 양재동지점 앞,127.03315735,37.48573685,2,0,2
ST-3086,4332. 이수교차로,126.98448181,37.49817276,15,4,19
ST-3144,4333. 서울고등학교 건너편,127.00597382,37.48285294,0,0,0
ST-3157,4334. 인재개발원 데이터센터,127.02180481,37.4801178,8,2,10
ST-3156,4335. 인재개발원 배움관,127.01985168,37.4797554,5,2,7
ST-3180,4336. 서울교육청 교육연수원 앞,126.99777222,37.473423,0,1,1
ST-3181,4337. 우면산등산로 입구,127.00611115,37.47691727,0,0,0
ST-3216,4338.새정이마을버스정류장 앞,127.06594849,37.43474579,3,0,3
ST-3220,4340. 방배래미안아트힐아파트 앞,127.00592041,37.47730637,0,0,0
ST-3221,4341. 영동1교 북단,127.03826141,37.47555923,0,0,0
ST-3257,4343. 헌인릉 입구,127.08129883,37.46066284,4,1,5
ST-2466,4353. 코오롱디지털타워 3차앞,127.04998779,37.54655838,4,0,4
ST-2467,4360. 르노삼성자동차 성수사업소 앞,127.05957794,37.54824448,3,0,3
ST-2468,4362. 행당중학교 후문,127.04154968,37.5540123,3,0,3
ST-2856,4363. 신금호역 2번출구 앞,127.01988983,37.55507278,1,0,1
ST-2787,4367. kt 행당빌딩 앞,127.03435516,37.55862045,3,1,4
ST-2834,4370. 성동교 사거리,127.04475403,37.55141449,1,0,1
ST-3002,4373. 서울숲 지식산업센터,127.04849243,37.54127502,7,0,7
ST-3003,4377. 우영테크노센터 앞,127.05971527,37.54332352,6,0,6
ST-3042,4381. 더스페이스타워 앞,127.04636383,37.55140305,1,0,1
ST-3043,4382. 페코텍글로벌허브빌딩 앞,127.06682587,37.54753494,11,1,12
ST-3044,4383. 푸조비즈타워 앞,127.06461334,37.54808044,14,3,17
ST-3099,4385. 용답동 우체국 주변,127.06151581,37.56168747,14,1,15
ST-3120,4386. 현대자동차 동부서비스센터 주변,127.05796814,37.546978,3,0,3
ST-3121,4387. 성수역 1번출구 주변,127.05336761,37.54555893,0,0,0
ST-3136,4388. 하우스디세종타워 앞,127.05332184,37.54644394,5,0,5
ST-3205,4389. 서울숲역3번출구,127.04423523,37.54255676,1,0,1
ST-3228,4390. 신답역 1번출구,127.04694366,37.57045364,5,0,5
ST-2731,4406. 장곡초등학교 앞,127.04844666,37.61745453,25,1,26
ST-2793,4408. 돌곶이역 앞,127.0575943,37.61131287,25,0,25
ST-2898,4411. 동산어린이공원 앞,127.03466034,37.60623932,30,1,31
ST-2935,4414. 안암역 3번 출구,127.03095245,37.58625031,1,0,1
ST-2970,4415. 미아초교버스승강장,127.02198029,37.61207962,0,0,0
ST-3045,4417. 성북청소년문화의집,127.00876617,37.61566925,1,0,1
ST-3046,4418. 종암동 동덕여대 제2생활관 앞,127.03331757,37.60108948,23,1,24
ST-3038,4419. 성북구 한예종 캠퍼스 본관,127.05618286,37.60665131,22,1,23
ST-3039,4420. 성북구 한예종 캠퍼스 별관,127.05847931,37.60289764,12,0,12
ST-3158,4421. 롯데캐슬클라시아 입구 앞,127.02606964,37.6069603,14,0,14
ST-3203,4423.현대백화점 미아점,127.02845764,37.60884857,14,1,15
ST-3264,4425. 하늘채코오롱아파트 앞,127.04558563,37.61924744,14,0,14
ST-3264,4425. 하늘채코오롱아파트 앞,127.04558563,37.61924744,14,0,14
ST-2571,4452. 삼성SDS,127.09985352,37.51633835,12,0,12
ST-2572,4453. 위례중앙푸르지오 201동 앞,127.14326477,37.47434616,1,1,2
ST-2619,4454. 위례 포레샤인 1809동 부근,127.1526947,37.48687744,0,0,0
ST-2574,4457. 아산병원 기숙사 부근,127.10913086,37.52478027,75,1,76
ST-2575,4458. 가락2동주민센터 인근,127.12589264,37.49917603,2,0,2
ST-2576,4460. 올림픽훼미리아파트 112동 앞,127.11863708,37.48807144,5,1,6
ST-2577,4461. 한양3차아파트 3동 앞,127.12194061,37.50585175,0,0,0
ST-2578,4462. 가락중학교 앞,127.11728668,37.50223541,0,0,0
ST-2579,4463. 방이역 2번 출구,127.12594604,37.50801468,2,0,2
ST-2580,4464. 올림픽공원 북2문 A,127.12804413,37.52357483,2,2,4
ST-2581,4465. 건영아파트앞 사거리,127.12460327,37.48245621,0,0,0
ST-2583,4468. 가락1동주민센터 ,127.11032867,37.49650955,3,2,5
ST-2584,4469. 거여동 어울림아파트  102동앞,127.14373016,37.49198532,0,0,0
ST-2585,4472. 송파파크데일 1단지 115동 건너편,127.15966797,37.49763107,2,1,3
ST-2586,4473. 마천금호어울림 1차 102동앞,127.15429688,37.49808884,0,0,0
ST-2587,4474. 가락현대 1차 11동 앞,127.12664032,37.49146652,0,0,0
ST-2588,4475. 송파파인타운 4단지 403동,127.12878418,37.48174286,3,0,3
ST-2589,4478. 문정근린공원2,127.12667084,37.4861145,6,0,6
ST-2590,4479. 문정중학교,127.1306839,37.48827362,0,1,1
ST-2591,4480. 가락시장 남1문 사거리,127.11745453,37.49201584,3,2,5
ST-2592,4481. 올림픽공원 북2문 B,127.12751007,37.52397537,3,4,7
ST-2593,4483. 잠실나들목4,127.08434296,37.51632309,9,4,13
ST-2594,4484. 잠실나루역4번출구뒤,127.10362244,37.52080917,2,3,5
ST-2595,4485. 잠실나루역 고가하부,127.1043396,37.51988602,1,0,1
ST-2596,4486. 홈플러스 잠실점,127.103508,37.51613998,7,0,7
ST-2597,4488. 문현중.고등학교 사이,127.12862396,37.48051071,2,1,3
ST-2598,4490. 송파파인타운 10단지 1005동,127.13205719,37.4777832,4,4,8
ST-2599,4491. 장지역 1번출구,127.12678528,37.47953415,14,0,14
ST-2600,4493. 마천사거리 2,127.14694214,37.49900436,13,2,15
ST-2601,4496. 잠실 파크리오 120동 앞,127.10794067,37.51921082,2,4,6
ST-2602,4497. 아시아선수촌아파트 교차로,127.07926941,37.50679016,4,5,9
ST-2603,4499. 세양청마루 101동 앞,127.1365509,37.49236679,0,0,0
ST-2759,4507. 신정제일시장,126.85495758,37.52124786,7,1,8
ST-2760,4508. 유원목동아파트 103동 앞,126.87320709,37.52109528,5,0,5
ST-2761,4509. 서울영상고교 입구,126.85928345,37.52198029,17,0,17
ST-2762,4510. 신정네거리역 교차로,126.85228729,37.52175903,3,0,3
ST-2763,4512. 목동13_14단지 사거리,126.86998749,37.5140686,7,3,10
ST-2764,4514. 목동성당 앞,126.86930084,37.52319717,16,1,17
ST-2765,4515. 동문굿모닝탑,126.86117554,37.51481247,13,4,17
ST-2767,4517. 성보하이드로빌딩,126.83312225,37.52893829,9,1,10
ST-2768,4518. 청기와빌딩,126.84474945,37.52011108,12,1,13
ST-2769,4519. 양원보도육교,126.8237381,37.53924561,44,0,44
ST-2770,4520. 대성유니드아파트,126.84095764,37.52091599,37,0,37
ST-2771,4522. 신곡시장,126.84161377,37.51779556,18,0,18
ST-2772,4523. 구립양천어르신요양센터,126.82681274,37.51351166,13,0,13
ST-2773,4526. 목동아파트2단지 222동 앞,126.87498474,37.53968811,24,2,26
ST-2774,4527. 목동신시가지아파트6단지,126.88475037,37.53684616,34,0,34
ST-2692,4528. 양천구청역 1번출구,126.8667984,37.51292038,1,0,1
ST-2794,4530. 방아다리어린이공원,126.82886505,37.53936005,13,2,15
ST-2844,4531. 목동아파트 613동 앞,126.88408661,37.53315735,18,2,20
ST-2879,4532. 목동현대아파트 후문 앞,126.87805939,37.5221405,3,0,3
ST-2960,4535. 목동12단지 아파트,126.86040497,37.51412201,22,2,24
ST-2961,4536. 양천해누리체육공원,126.8738327,37.51174164,27,0,27
ST-3047,4537. 서울남부지방검찰청 후문 ,126.86555481,37.52164078,2,0,2
ST-3048,4538. 양천공영차고지,126.8371582,37.50922012,3,1,4
ST-3059,4539. 목동7단지아파트 A상가,126.86578369,37.52624512,2,0,2
ST-3104,4540. 목동역 3번 출구,126.86445618,37.52653122,39,0,39
ST-3089,4541. 갈산문화예술센터,126.86984253,37.51097488,19,0,19
ST-3146,4542. 월정초 사거리,126.83341217,37.53642654,33,1,34
ST-3163,4543. 오목교역 6번 출구,126.87567139,37.5236702,19,0,19
ST-3215,4544.경창시장,126.84213257,37.52399445,2,0,2
ST-3224,4545. 청소년음악센터,126.84261322,37.51061249,8,0,8
ST-3227,4546. 목동운동장 주경기장,126.88219452,37.53002167,2,0,2
ST-2806,4552. 코레일유통본사,126.90197754,37.52617645,0,0,0
ST-2807,4553. 당산삼성2차아파트,126.89863586,37.52762222,1,0,1
ST-2808,4555. 대림우성2차아파트,126.900177,37.49519348,13,2,15
ST-2563,4556. 리버뷰신안인스빌1차 후문,126.88851166,37.51374817,6,2,8
ST-2564,4557. 리버뷰신안인스빌2차 후문,126.89026642,37.51288223,4,0,4
ST-2809,4558. 대영중고 후문,126.90626526,37.50545502,22,0,22
ST-2810,4559. 신길역 2번출구,126.91698456,37.51756287,0,0,0
ST-2811,4560. 양평동성원아파트,126.89365387,37.53374481,10,1,11
ST-2812,4561. 양평역 1번출구,126.88600159,37.52572632,18,2,20
ST-2813,4563. 여의도 은하아파트,126.93448639,37.51850891,2,0,2
ST-2814,4564. 63스퀘어,126.93965912,37.52070999,10,0,10
ST-2815,4565. 영등포 신세계백화점,126.90364838,37.51803589,1,0,1
ST-2816,4566. 대림성원상떼빌아파트,126.89615631,37.5038414,9,2,11
ST-2817,4567. 한림대학교 강남성심병원 신관,126.90802002,37.49128342,5,2,7
ST-2818,4568. 영등포로터리,126.91220856,37.51874924,4,1,5
ST-2819,4569. 힐스테이트클래시안아파트,126.91334534,37.50508881,0,0,0
ST-2820,4571. 문래동롯데캐슬아파트,126.88459778,37.51800156,28,12,40
ST-2821,4573. 두산위브아파트,126.91213989,37.51470184,0,0,0
ST-2822,4574. 영등포시장역 포레나영등포,126.90540314,37.52341461,16,1,17
ST-2823,4575. 대림동 e편한세상영등포아델포레,126.90835571,37.49582291,10,2,12
ST-2800,4576.보라매sk뷰 108동 앞,126.91744995,37.50160599,11,1,12
ST-2801,4578.보라매sk뷰,126.92028046,37.50400543,6,1,7
ST-2643,4579. 국회의사당 본관,126.91404724,37.5325737,3,0,3
ST-2644,4580. 국회제2의원회관,126.91316986,37.52974701,6,0,6
ST-2645,4581. 국회소통관,126.9128952,37.53050232,8,0,8
ST-2646,4582. 국회도서관,126.91817474,37.53054047,4,0,4
ST-2647,4583. 의정관,126.91747284,37.53214645,3,0,3
ST-2648,4584. 국회2문,126.91510773,37.52864075,0,0,0
ST-2694,4585. 국회6문,126.91799164,37.53271866,0,0,0
ST-2852,4588.양남사거리2,126.8904953,37.52194977,0,1,1
ST-2899,4589. KRX한국거래소(1),126.92711639,37.52347946,6,0,6
ST-2901,4591. 신길자이아파트,126.91588593,37.50601196,1,0,1
ST-2902,4592. 신길우성4차아파트,126.91763306,37.51283264,16,2,18
ST-2920,4594. 양평교 영등포대여소,126.8903656,37.53972626,8,0,8
ST-2958,4598. 오목교 동측 지하보도,126.88183594,37.52364349,9,1,10
ST-2959,4599. 대림우성아파트 사거리,126.90029144,37.49484634,22,5,27
ST-3011,4600. 영등포구 총괄 우체국,126.89447784,37.52915192,10,0,10
ST-3030,4601.양평역2번출구 뒤,126.88584137,37.5255661,10,0,10
ST-2436,4602. 숙명여대앞 버스정류소 주변,126.96430206,37.54498672,0,0,0
ST-2866,4603. 한강GS에클라트 건너편 교통섬,126.95555878,37.53200531,7,0,7
ST-2437,4604. 원효로다목적체육관 앞,126.95723724,37.5332222,4,1,5
ST-2438,"4605. 노들섬 다목적홀(동쪽) 숲, 앞",126.95922089,37.51758957,0,0,0
ST-2439,4607. 국립중앙박물관 -용산가족공원 앞,126.97971344,37.52087784,1,1,2
ST-2440,4608. 국립중앙박물관 정문 앞,126.97767639,37.52145767,0,1,1
ST-2441,4609. 파크타워 104동 앞,126.97206116,37.52330017,8,6,14
ST-2442,4610. 한남나인원 105동 앞,127.00541687,37.53591919,4,1,5
ST-2443,4611. 국제루터교회 앞,127.00376129,37.54143906,0,0,0
ST-2444,4612. 한남 준 J.FSS 앞,127.00084686,37.53749847,1,0,1
ST-2445,4613. 서울갤러리아 앞,126.99948883,37.53599548,1,1,2
ST-2446,4615. 크라운호텔앞 버스정류소,126.99137878,37.53030014,4,0,4
ST-2447,4616. 신용산지하차도 앞,126.96411896,37.53248215,7,0,7
ST-2448,4617. 동원베네스트 건너편,126.95511627,37.52761078,2,4,6
ST-2449,4618. 풍전아파트 건너편,126.95252991,37.53237915,17,1,18
ST-2450,4619. 한강트럼프월드3차 앞,126.96240997,37.52301788,8,1,9
ST-2451,4620. 삼각지역 14번 출구 앞(교통섬),126.97408295,37.53528595,7,1,8
ST-3054,4621. 남산도서관 앞,126.98201752,37.55240631,5,0,5
ST-2452,4622. 한강중학교 앞 버스정류장,126.99208832,37.5251503,0,0,0
ST-2453,4623. 라인프랜즈이태원점 앞,126.99619293,37.53453064,0,0,0
ST-2469,4625. 용산공원갤러리앞,126.97319031,37.5393219,0,1,1
ST-2455,4627. 효창공원앞역 5번출구 옆,126.96355438,37.53851318,1,0,1
